cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,graph,p,q,num_walks,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9601328018257437,0.9505652898518084,0.9517053285888023,0.9534079545966397,0.9612241190336771,orpha,2,40,50,1,219.12295532226562,0.27204227447509766,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.6230404376983643,22.718004941940308,no
0.9747933276278846,0.9663970091437323,0.9584559254087655,0.9622893863639777,0.9657308229359038,orpha,2,41,50,1,140.76309037208557,0.3209850788116455,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,1.92203688621521,15.047960996627808,no
0.9571695719412039,0.9469316697446062,0.9441646772667898,0.9492267615572871,0.9594898127711965,orpha,2,42,50,1,166.81637716293335,0.3750004768371582,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.4110426902770996,26.51100516319275,no
0.9711371860126422,0.9717192919237871,0.961410296833476,0.9654840622794769,0.9656576280347732,orpha,2,43,50,1,197.60212898254395,0.3690369129180908,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.751986026763916,18.954962491989136,no
0.9719713826704502,0.9719301683107368,0.9617936129003198,0.9649668933831809,0.9708963560199991,orpha,2,44,50,1,192.22099709510803,0.4090006351470947,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.5930001735687256,18.93497371673584,no
0.9494910139182919,0.9438346621023076,0.9468680089485458,0.9365060883143402,0.9332676456015495,orpha,2,45,50,1,312.9509799480438,0.42099666595458984,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.9079971313476562,25.00399947166443,no
0.9438261039292524,0.9519154542588172,0.9498855907391558,0.9505694938666428,0.947563848475294,orpha,2,46,50,1,293.32700061798096,0.33803725242614746,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.989978313446045,20.237003087997437,no
0.9472522258757112,0.9294431181778597,0.9374110025073945,0.9345158626488297,0.9224413314715554,orpha,2,47,50,1,353.0058388710022,0.42400288581848145,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.3890368938446045,19.40596103668213,no
0.95773178385358,0.9573318018707866,0.9516152425566415,0.9509121210756273,0.9449666681681006,orpha,2,48,50,1,317.05143642425537,0.45999813079833984,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.717999219894409,22.92200016975403,no
0.9453979550470699,0.9541970331666743,0.9560527303574914,0.9488496013693077,0.940568743149708,orpha,2,49,50,1,398.5673282146454,0.3809993267059326,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.380011558532715,20.68400263786316,no
0.9341591970331666,0.9405332342386981,0.957010044592586,0.9362206657357777,0.8985510412443883,orpha,2,50,50,1,448.870792388916,0.4140028953552246,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.679994821548462,21.14799952507019,no
0.9339793252556191,0.9405457712115071,0.9456602555440445,0.9285155323333784,0.8919175562662343,orpha,2,51,50,1,461.3992369174957,0.4389991760253906,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.4990181922912598,21.322669744491577,no
0.9271070372205455,0.94185532183235,0.9539227962704382,0.936131405492245,0.9022857829226911,orpha,2,52,50,1,540.7406449317932,0.3719625473022461,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.9320037364959717,22.418993949890137,no
