cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,graph,p,q,num_walks,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.969011906370584,0.9201221416452713,0.907911205200967,0.9243347897241866,0.9437278350825038,orpha,4,80,50,1,128.06044673919678,0.4140467643737793,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,3.0159964561462402,22.432000160217285,no
0.9655302313709593,0.9291530411543024,0.9128432653183791,0.9193689473447142,0.9356636337702506,orpha,4,81,50,1,120.98599934577942,0.32503175735473633,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.799002170562744,19.880987644195557,no
0.9564349203489333,0.9285972854075641,0.9138025314175037,0.9332587871417204,0.946944807290963,orpha,4,82,50,1,144.44099497795105,0.3830389976501465,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.223985195159912,16.887964725494385,no
0.9479418344519016,0.9151912826749546,0.9043076137711514,0.9193111421407444,0.9255414921249794,orpha,4,83,50,1,153.17693161964417,0.4270365238189697,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.52199649810791,22.276961088180542,no
0.9499075867453418,0.9284512709637703,0.9124344248757563,0.9272214464813897,0.9406836779124064,orpha,4,84,50,1,113.71200156211853,0.35703444480895996,150,0.0,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,3.365999698638916,23.82695722579956,no
0.9153299400927886,0.9106711409395973,0.9129962614296653,0.9098882182484272,0.8879928832034594,orpha,4,85,50,1,189.4924705028534,0.4020380973815918,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.157994508743286,16.306113243103027,no
0.9294284791976337,0.9030732099154692,0.9156256474933562,0.9036502109514587,0.8784445895830518,orpha,4,86,50,1,226.15954327583313,0.3999974727630615,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.2019991874694824,17.946964740753174,no
0.9294771256550005,0.9097437052385028,0.919112802726604,0.9076772067324295,0.8877197723826254,orpha,4,87,50,1,220.27399516105652,0.35300254821777344,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.6869993209838867,22.798024654388428,no
0.9273407354023091,0.9236269387264838,0.9294178190171615,0.926191312703632,0.9012217918111798,orpha,4,88,50,1,164.83999848365784,0.29604077339172363,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.226994276046753,22.396997451782227,no
0.9456835277690193,0.9249105145413871,0.9282560845607555,0.9282908427548309,0.9103913487380448,orpha,4,89,50,1,191.2514922618866,0.35999584197998047,150,0.2,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.043001174926758,16.609967470169067,no
0.9034889569538911,0.8998820623695629,0.9228913862738916,0.8964926504812094,0.8290510187228803,orpha,4,90,50,1,343.07399916648865,0.3270406723022461,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.817997932434082,21.507004499435425,no
0.9034926354668709,0.8984295752443583,0.9104583877603111,0.8971807576235304,0.8487391709082174,orpha,4,91,50,1,264.13810873031616,0.2970459461212158,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.0759968757629395,15.582958698272705,no
0.8940784949626894,0.8907546206627329,0.9083687671726499,0.8896244913892767,0.8403431527108388,orpha,4,92,50,1,294.4643495082855,0.3519880771636963,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.055035352706909,14.939955949783325,no
0.8902206357071003,0.9016272540275965,0.9143251054757293,0.894552872993709,0.8278385358016906,orpha,4,93,50,1,327.06900095939636,0.3319995403289795,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.52799916267395,21.36500334739685,no
0.9069924027446212,0.919423374322478,0.9302991606984671,0.9158091227121902,0.8691986096722369,orpha,4,94,50,1,247.8300018310547,0.3119959831237793,150,0.4,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.712998390197754,24.26699995994568,no
0.8402301698121707,0.8780226115940724,0.8989161148897198,0.8691510142185787,0.7813984355059082,orpha,4,95,50,1,413.53167390823364,0.43599748611450195,150,0.6,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.2999954223632812,17.268012285232544,no
0.8584264222332327,0.8867116346110535,0.9114069186072699,0.8747868714622465,0.7813319219854962,orpha,4,96,50,1,372.1370029449463,0.6699981689453125,150,0.6,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.77699875831604,21.753002882003784,no
0.8518937585394052,0.8943239794003273,0.9200633605092864,0.8830967073555246,0.7817359578397369,orpha,4,97,50,1,483.1699995994568,0.5999994277954102,150,0.6,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.181044101715088,18.790998697280884,no
0.8516338603366216,0.8875317928621833,0.9121737759560381,0.8791485368526942,0.7839347326696995,orpha,4,98,50,1,570.9987661838531,0.3979942798614502,150,0.6,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.910034656524658,26.125001907348633,no
0.8581807876522078,0.8963988108643755,0.9293032596129304,0.8929390567992432,0.8031318409080671,orpha,4,99,50,1,552.1666276454926,0.48699522018432617,150,0.6,2,N/A,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,2.2710025310516357,25.611042022705078,no
